0 0
1e-07 11
2e-07 11
3e-07 11
4e-07 11
5e-07 11
6e-07 11
7e-07 11
8e-07 11
9e-07 11
1e-06 11
1.1e-06 11
1.2e-06 11
1.3e-06 11
1.4e-06 11
1.5e-06 11
1.6e-06 11
1.7e-06 11
1.8e-06 11
1.9e-06 11
2e-06 11
2.1e-06 11
2.2e-06 11
2.3e-06 11
2.4e-06 11
2.5e-06 11
2.6e-06 11
2.7e-06 11
2.8e-06 11
2.9e-06 11
3e-06 11
3.1e-06 11
3.2e-06 11
3.3e-06 11
3.4e-06 11
3.5e-06 11
3.6e-06 11
3.7e-06 11
3.8e-06 11
3.9e-06 11
4e-06 11
4.1e-06 11
4.2e-06 11
4.3e-06 11
4.4e-06 11
4.5e-06 11
4.6e-06 11
4.7e-06 11
4.8e-06 11
4.9e-06 11
5e-06 11
5.1e-06 11
5.2e-06 11
5.3e-06 11
5.4e-06 11
5.5e-06 11
5.6e-06 11
5.7e-06 11
5.8e-06 11
5.9e-06 11
6e-06 11
6.1e-06 11
6.2e-06 11
6.3e-06 11
6.4e-06 11
6.5e-06 11
6.6e-06 11
6.7e-06 11
6.8e-06 11
6.9e-06 11
7e-06 11
7.1e-06 11
7.2e-06 11
7.3e-06 11
7.4e-06 11
7.5e-06 11
7.6e-06 11
7.7e-06 11
7.8e-06 11
7.9e-06 11
8e-06 11
8.1e-06 11
8.2e-06 11
8.3e-06 11
8.4e-06 11
8.5e-06 11
8.6e-06 11
8.7e-06 11
8.8e-06 11
8.9e-06 11
9e-06 11
9.1e-06 11
9.2e-06 11
9.3e-06 11
9.4e-06 11
9.5e-06 11
9.6e-06 11
9.7e-06 11
9.8e-06 11
9.9e-06 11
1e-05 11
